2021-12-16 16:44:39,356 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-16 16:44:39,403 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-16 16:44:39,403 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-12-16 16:44:39,403 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-16 16:44:39,419 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-16 16:44:39,682 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-16 16:54:31,160 INFO  SwAddin.cs: 294 - Assembly export called for file EnclosureAssy_IM_Final
2021-12-16 16:54:31,160 INFO  SwAddin.cs: 299 - Save is required
2021-12-16 16:54:31,160 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-16 16:54:31,160 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-16 16:54:31,176 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1136 - Found 23 in EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1136 - Found 25 in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1136 - Found 23 in EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in EnclosureAssy_IM_Final
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1136 - Found 25 in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,222 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:31,857 INFO  SwAddin.cs: 339 - Loading config tree
2021-12-16 16:54:31,857 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-12-16 16:54:31,857 INFO  SwAddin.cs: 344 - Showing property manager
2021-12-16 16:54:41,808 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-12-16 16:54:45,426 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1136 - Found 26 in EnclosureAssy_IM_Final
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in EnclosureAssy_IM_Final
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1136 - Found 25 in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EnclosureAssy_IM_Final.STEP-1
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from EnclosureAssy_IM_Final
2021-12-16 16:54:45,429 INFO  ExportHelperExtension.cs: 1136 - Found 26 in EnclosureAssy_IM_Final
