2021-12-21 11:18:06,605 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-21 11:18:06,644 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-21 11:18:06,646 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-12-21 11:18:06,647 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-12-21 11:18:06,651 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-21 11:18:06,652 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-21 11:18:06,653 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-21 11:18:06,654 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-21 11:18:06,660 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-21 11:18:06,661 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-21 11:18:06,661 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-21 11:18:06,684 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-21 12:53:15,438 INFO  SwAddin.cs: 294 - Assembly export called for file EnclosureAssy_IM_Final
2021-12-21 12:53:15,440 INFO  SwAddin.cs: 299 - Save is required
2021-12-21 12:53:15,441 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-21 12:53:15,442 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-21 12:53:15,471 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final
2021-12-21 12:53:15,477 INFO  ExportHelperExtension.cs: 1136 - Found 44 in EnclosureAssy_IM_Final
2021-12-21 12:53:15,478 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EnclosureAssy_IM_Final
2021-12-21 12:53:15,478 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-21 12:53:15,479 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-12-21 12:53:15,480 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from square-2
2021-12-21 12:53:15,481 INFO  ExportHelperExtension.cs: 1136 - Found 25 in square-2
2021-12-21 12:53:15,482 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in square-2
2021-12-21 12:53:15,482 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from square-4
2021-12-21 12:53:15,483 INFO  ExportHelperExtension.cs: 1136 - Found 25 in square-4
2021-12-21 12:53:15,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in square-4
2021-12-21 12:53:15,484 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from square-1
2021-12-21 12:53:15,484 INFO  ExportHelperExtension.cs: 1136 - Found 25 in square-1
2021-12-21 12:53:15,485 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in square-1
2021-12-21 12:53:15,485 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from square-5
2021-12-21 12:53:15,485 INFO  ExportHelperExtension.cs: 1136 - Found 25 in square-5
2021-12-21 12:53:15,486 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in square-5
2021-12-21 12:53:15,487 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Digit Gel hollow with size-1
2021-12-21 12:53:15,487 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Digit Gel hollow with size-1
2021-12-21 12:53:15,488 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Digit Gel hollow with size-1
2021-12-21 12:53:15,489 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EnclosureAssy_IM_Final.STEP-1
2021-12-21 12:53:15,489 INFO  ExportHelperExtension.cs: 1136 - Found 25 in EnclosureAssy_IM_Final.STEP-1
2021-12-21 12:53:15,490 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EnclosureAssy_IM_Final.STEP-1
2021-12-21 12:53:15,490 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from EnclosureAssy_IM_Final
2021-12-21 12:53:15,491 INFO  ExportHelperExtension.cs: 1136 - Found 44 in EnclosureAssy_IM_Final
2021-12-21 12:53:15,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in EnclosureAssy_IM_Final
